date,location,operator,aboard,aboard_passangers,aboard_crew,fatalities,fatalities_passangers,fatalities_crew,ground,summary,country
2012-06-02 00:00:00,"Accra, Ghana",Allied Air,4,0,4,0,0,4,12,"While on approach to Runway 21 at Kotika International Airport, the cargo plane overran the runway, broke through the perimeter fence, went across a main road and collided with a bus.", Nepal
2012-06-03 00:00:00,"Lagos, Nigeria",Dana Air,153,146,7,153,146,7,10,"The plane was about 11 miles from Lagos VOR when the crew declared an emergency reporting engine problems. The plane collided with a power line and crashed into the Iju/Ishaga area of Lagos, 1 mile adjacent to the runway. Double engine failure. Likely  the crew's failure to properly monitor fuel flow and turn on proper fuel pumps.", Ghana
2012-06-06 00:00:00,"Hualla Hualla, Mount Mamarosa, Peru", HeliCusco,14,12,2,14,12,2,0,"The helicopter was flying back to Cusco after conducting aerial surveillance on a possible site for a hydroelectric project near Puno, in southern Peru when it hit the side of a cliff.", Nigeria
2012-06-11 00:00:00,"Near Serov, Russia",Illegal flight,13,12,1,13,12,1,0,"The plane disappeared after being taken on an illegal flight. A group of people were having a party at the airfield near the city of Serov, Russia. They  managed to illegally steal an An-2 plane parked at the airfield. The plane went missing and was found on April 4, 2013, 8 km from Serov. Among those killed were the Chief of Serov city police, three police inspectors, the guard of the airport, a private company guard, a pensionist, a young unemployed man and a local mobile shop owner. The pilot was intoxicated at the time of the accident.",null
2012-06-21 00:00:00,"Jakarta, Indonesia",Military - Indonesian Air Force,7,0,7,7,0,7,4,The plane was attempting to land on runway 18 during a training exercise when it crashed about 1 mile from the runway into houses in the Rajawali housing complex., Indonesia
2012-08-18 00:00:00,"Off Masbate Island, Philippines",Aviatour's Fly'n Inc.,4,2,2,3,2,1,0,"While en route, the crew of the chartered flight radioed they were making an emergency landing at Masbate Airport due to engine problems. The airplane then crashed into the sea and broke apart off the shores of Masbate Island some 980 ft away from the island's airport. An investigation found that improper maintenance led to the right engine suffering an internal failure, which likely would have caused misfiring and intermittent operation of the fuel pump. The failure was gradual and the aircraft developed engine problems 23 minutes after take off. However, instead of turning back to Cebu, the pilot decided to continue the flight, until the engine failed completely, 37 minutes later and the aircraft crashed during the subsequent attempt to land at Masbate. The investigation determined that the pilot didn't use the correct procedure for trying to land a Piper Seneca with one engine inoperative, in that he lowered the undercarriage and flaps too soon; and that during his last flight proficiency test he had not been tested with respect to flying with one engine inoperative.", Russia
2012-08-19 00:00:00,"Talodi, Sudan",Alfa Airlines,32,26,6,32,26,6,0,"After an aborted landing, the plane flew into a slope of the Nuba mountains while on approach and attempting to land at Talodi air strip. There was a dust storm in the area at the time. All 26 passengers and crew of 6 were killed including 2 Sudanese ministers.", Philippines
2012-09-12 00:00:00,"Near Palana, Russia",Petropavlovsk-Kamchatsky Air Enteprise,14,12,2,10,8,2,0,"Crashed in a cedar forest, 6 miles from Palana Airport while on approach. There were heavy storm clouds and poor weather at the time of the accident. Both pilots were found to be intoxicated.", Sudan
2012-09-28 00:00:00,"Kathmandu, Nepal",Sita Air,19,16,3,19,16,3,0,The plane crash landed on the bank of the Manohara River minutes after taking off from Trinbhuvan Airport. Some witnesses reported seeing the front of the plane on fire before it crashed. Overloading and the lack of performance in the climb phase due to loss of engine power led to a stall., Russia
2012-10-07 00:00:00,"Near Omdurman, Sudan",Military - Sudanese Air Force,22,16,6,15,NULL,NULL,0,"The transport, carrying military personnel and equipment, crashed 25 miles southwest of Omdurman after experiencing engine trouble. The captain reported that both engines stopped working prior to the crash.", Nepal
2012-10-07 00:00:00,Antigua,Fly Montserrat,4,3,1,3,2,1,0,"The small airliner took off from Runway 7 at V.C. Bird International Airport, lost height immediately after becoming airborne and crashed to the ground, nose first. There was heavy rains and lightning at the time of the accident.",null
2012-11-21 00:00:00,"San'a, Yemen",Military - Yemen Air Force,10,0,10,10,0,10,0,"The military transport crashed into the abandoned Al-Hasaba marketplace about 6 miles from Sanaa International Airport, shortly after taking off from runway 18. The crew was trying to make an emergency landing after an engine failed.", Sudan
2012-11-30 00:00:00,"Near Brazzaville, Congo",Aero Service,7,0,7,7,0,7,25,The cargo plane crashed into a dozen houses in the Mselou district in Bazzaville while attempting to land at the local airport. The plane caught on fire and came to rest in a ravine. There was heavy rain and thunderstorms in the area at the time of the accident., Yemen
2012-12-05 00:00:00,"Near Ladysmith, South Africa",Military - South African Air Force,11,5,6,11,5,6,0,"The military transport went missing while en route. The wreckage was found in the Drakensberg mountains near Ladysmith in KwaZulu-Natal province, some 210 miles southeast of Waterkloof Air Force Base. There was severe weather at the time of the accident.", Congo
2014-01-20 00:00:00,Near Petreasa Romania,Scoala Superioara de Aviatie Civla,7,5,2,2,1,1,0,The air ambulance left Bucharest with a medical team to obtain transplant organs. After experiencing problems with the engines the pilot attempted to make an emergency landing but crashed on a hillside in deep snow. All aboard initially survived but the pilot and a medical student died before the rescue party reached the aircraft., South Africa
2014-02-11 00:00:00,"Near Ain Kercha, Algeria",Military - Algerian Air Force,77,73,4,76,72,4,0,The military transport crashed into a mountainous region approximaely 30 miles southeast of Constatine Airport. Unfavorable weather conditions and storms accompanied by snow were reported in the area. The aircraft was too low on approach and hit the slope of mount Djebel Ta Fertas., Algeria
2012-12-09 00:00:00,"Near Iturbide, Mexico",Starwood Management LLC,7,5,2,7,5,2,0,"The charter jet crashed about 60 miles from Monterey Mexico, about ten minutes after taking off. The plane plunged almost vertically from more than 28,000 feet and hit the ground in a nose-dive at a speed that may have exceeded 600 mph. Mexican-American singerJenni Rivera 43, her publicist and make-up artist were among the dead. She had just finished giving a concert in Monterey and was en route to Toluca to tape a Mexican TV show. A sudden and abrupt lack of control during ascent that provoked a sheer vertical drop of the plane that could have been triggered by a problem with the plane’s horizontal stabilizer. The plane was over 43 years old. The pilot, 78 was authorized to only fly as copilot. The copilot was not authroized to fly out of the United States. The copilot was not authorized to fly IFR which the plane was doing at the time of the accident.",null
2012-12-25 00:00:00,"Near Shymkent, Kazakhstan",Military - Kazakhstan Border Guards,27,20,7,27,20,7,0,"The military transport crashed 12 miles from the Shymket Airport while making a descent to land, in heavy winds and snow.The fatalities included a crew of seven and 20 border guards, including the acting head of the ex-Soviet nation's border protection service, Col. Turganbek Stambekov", Mexico
2012-12-25 00:00:00,"Heho, Myanmar",Air Bagan,71,65,6,1,0,1,1,"The passenger plane crash in a field two miles from Heho Airport and caught fire, after attempting to land in foggy weather. A tour guide and an 11-year-old child on board the plane, and a man riding a motorcycle on the ground were killed. Eleven others were injured.", Kazakhstan
2012-12-29 00:00:00,"Moscow, Russia",Red Wings Airlines,8,0,8,5,0,5,0,"While attempting to land on a snow covered runway and heavy cross winds the plane overran the runway, penetrated the perimeter fence and collided with a highway embankment. The aircraft broke in three. The plane's impact with the highway embankment sent the severed nose sliding over the icy road while the rest of the jet rested just past the airport's fence - its tail linked to the rest of the body by only a tangle of wreckage. There were no passengers on board.", Russia
2013-01-02 00:00:00,"Near Clear Lake, Iowa",Med-Trans Corporaion,3,2,1,3,2,1,0,"The air ambulance crashed and burned north of Ventura near Clear Lake Iowa in ice, haze and misty conditons.", Myanmar
2013-01-04 00:00:00,"Off Los Roques, Venezuela",Transaereo 5074,6,5,1,6,5,1,0,"The flight disappeared while en route from Los Roques island to Caracas. When the plane was approximately 11 miles from Los Roques Airport, radar showed it began rapidly losing altitude and speed. It is presumed to have crashed in the ocean. The son of Italian designer Ottavio Missoni was among those onboard.", Iowa
2013-01-29 00:00:00,"Near Kyzyltu, Kazakhstan",SCAT Air,21,16,5,21,16,5,0,The jet crashed in heavy fog outside of Almaty while attempting to land at Almaty Airport for a second time. The aircraft was found in swampy terrain about 1 mile short of the runway threshold., Venezuela
2013-02-13 00:00:00,"Donetsk, Ukraine",South Airlines,45,41,4,5,5,0,0,"While attempting to land on runway 8 in dense fog, the plane overran the runway , overturned and caught fire. The airplane operated as a charter flight carrying football fans on their way to a match of Shakhtar Donetsk against Borussia Dortmund. Pilot error.  A loss of speed by the aircraft during thelanding approach due to an error of the unprepared crew. The crew had no clearance to land given the weather conditions.", Ukraine
2013-03-04 00:00:00,"Goma, Congo",Compagnie Africaine d' Aviation (CAA) ,10,4,6,7,1,6,0,The aircraft crashed short of the runway while attempting to land in heavy rain at Goma Airport crashing into the back yards of several houses in the Lake Kivu area., Kazakhstan
2013-03-08 00:00:00,"Near Dillingham, Alaska",Ace Air Cargo,2,0,2,2,0,2,0,"The cargo plane crashed about 20 miles northeast of Dillingham while on approach to Dillingham Airport. Wreckage was discovered on Saturday with the pilot and copilot fatally injured. The aircraft was badly fragmented in three sections. The flight crew's failure to maintain terrain clearance, which resulted in controlled flight into terrain in instrument meteorological conditions. Contributing to the accident were the flight crew's failure to correctly read back and interpret clearance altitudes issued by the air traffic controller, their failure to adhere to minimum altitudes depicted on the published instrument approach chart, and their failure to adhere to company checklists. Also contributing to the accident were the air traffic controller's issuance of an ambiguous clearance to the flight crew, which resulted in the airplane's premature descent, his failure to address the pilot's incorrect read back of the assigned clearance altitudes, and his failure to monitor the flight and address the altitude violations and issue terrain-based safety alerts.", Alaska
2013-04-13 00:00:00,"Denpasar, Indonesia",Lion Air,108,101,7,0,0,0,0,"The airliner came down in the ocean, 150 feet short of the runway, while on final approach to Denpasar-Ngurah Rai Bali International Airport. All 101 passengers and crew of 7 survived. Forty-five people were injured.", Congo
2013-04-29 00:00:00,"Bagram Air Base, Afghanistan",National Air Cargo,7,0,7,7,0,7,0,"The civilian cargo plane crashed and burned shortly after taking off from runway 03 at Bagram Air Base. The plane was carrying 5 armored vehicles. The airline's cargo operations manual did not explain how to account for the orientation of the tiedown straps when calculating how many were needed, and the inexperienced and uncertified loadmaster used too few straps. When the plane began climbing, the rearmost vehicle, weighing 28,000 pounds, broke free and smashed into the tail, severing two hydraulic  systems and the elevator jackscrew, leaving the plane uncontrollable.", Indonesia
2013-05-31 00:00:00,"Moosonee, Ontario",Ornge Air Ambulance,4,2,2,4,2,2,0,"The air ambulance helicopter crashed 0.7 miles from its departure point. The pilot, copilot and two paramedics were killed. The helicopter was headed to Attawapiskat to pick up a patient.", Afghanistan
2013-06-25 00:00:00,"Gaurikund, near Kedarnath, Uttarakhand State, India.",Indian Air Force,20,15,5,20,15,5,0,Crashed during flood relief operations. The passengers were from paramilitary forces., Ontario
2014-02-16 00:00:00,"Sandhikhark, Nepal",Nepal Airlines,18,15,3,18,15,3,0,"The passenger plane crashed into a snow covered mountain and burst into flames while en route from Pokhara to Jamia. Weather was poor at the time of the accident. The PIC lost situation awareness while cruising in IMC, causing the aircraft to collide with terrain.", Nepal
2013-07-06 00:00:00,"San Francisco, California",Asiana Airlines,307,291,16,3,3,0,0,"The aircraft crash landed short of the runway while on approach to runway 28L at San Francisco International Airport. The tail section, landing gear, and both engines separated from the fuselage and a fire erupted. Debris was scattered from the ocean front to the runway to where the aircraft came to rest. The plane's voice and flight data recorders show that the aircraft was coming in too slow and too low and that the pilots appear to have increased speed seven seconds before impact. A stall warning sounded four seconds before the crash, and the crew then made an internal decision ""to initiate a go-around 1.5 seconds to impact.Two passengers were killed and 182 injured. One passenger was run over by one of the emergency vehicles. The crew's failure to monitor and maintain the plane's airspeed, and its failure to abort the landing when in trouble. The pilot and co-pilot reasonably believed the automatic throttle would keep the plane flying fast enough to land safely, when in fact the auto throttle was effectively shut off after the pilot idled it to correct an unexplained climb earlier in the landing. The flight crew over-relied on automated systems that they did not fully understand.", California
2013-07-07 00:00:00,"Soldotna, Alaksa",Rediske Air,10,9,1,10,9,1,0,"As soon as the plane took off speed began to decline until the plane stalled and crashed.  The probable cause of the crash was the operator’s failure to account for about 420 additional pounds of unspecified cargo, which led to loading and operating the de Havilland DHC3 Otter outside its weight and center-of-gravity limits leading to an aerodynamic stall.", Somalia
2013-08-09 00:00:00,"Mogadishu, Somalia",Military - Ethiopian Air Force,6,0,6,4,0,4,0,The cargo plane crashed on the runway and caught fire while attempting to land at Mofadisu International Airport., Alaksa
2013-08-14 00:00:00,"Birmingham, Alabama",United Parcel Service,2,0,2,2,0,2,0,"The cargo plane was on approach when it struck trees, crashed and burst into flames. The flight crew’s failure to properly configure and verify the flight management computer for the profile approach. The captain’s failure to communicate his intentions to the first officer once it became apparent the vertical profile was not captured.", Alabama
2013-10-03 00:00:00,"Lagos, Nigeria",Associated Aviation,20,13,7,16,11,5,0,"The chartered plane crashed minutes after taking off from Murtala Muhammad International Airport.The aircraft lost height, after departing runwal 18L, impacted trees, a brick wall and caught fire. The decision of the crew to continue the take-off despite the abnormal No. 2 Propeller rpm indication. Low altitude stall as a result of low thrust at start of roll for take-off from No. 2 engine caused by an undetermined malfunction of the propeller control unit.", Malaysia
2013-10-10 00:00:00,"Kudat, Malaysia",MASwings,16,14,2,2,1,1,0,"While attempting to land, the Twin Otter struck a house located to the right of runway 22. The nose section was destroyed and the right wing broke off. The co-pilot and one passenger were killed. Procedural errors by the captain.", Nigeria
2013-10-16 00:00:00,"Near Pakse, Laos",Lao Airlines,49,44,5,49,44,5,0,"The aircraft crashed into the Mekong River 5 miles from Paskse, while on approach to land and after attempting a go-around. The fuselage broke in two and sank into the river. The weather was poor at the time of the accident, with the tail end of Hurricane Nari affecting the area.  A sudden change in weather conditions and the flight crew's failure to properly execute procedure have been identified as the probable causes of the crash. The flight crew's minima of 600 feet was lower than the published minima of 990 feet and the incorrect height of 645 feet as published in the JEPPESEN Chart at that time.After aborting the aircraft's approach at an altitude of around 595 feet, the flight crew executed a right turn instead of a nominal climb as dictated by the airport's VOR/DME missed approach procedure.", Laos
2013-11-03 00:00:00,"Riberalta, Bolivia",Aerocon,18,16,2,8,8,0,0,"While landing in heavy rain, the aircraft veered off the runway, caught fire after hitting some brush and came to rest inverted.", Bolivia
2013-11-09 00:00:00,"Pujungan, Malinau district, Borneo",Military - Indonesian Army,21,13,8,13,7,6,0,"After losing power, the helicopter crashed into dense jungle and burst into flames. It was carrying construction materials, 8 military personnel and 13 civilian construction workers. Two military personnel and 6 passengers survived.",null
2013-11-10 00:00:00,"Red Lake, Ontario, Canada",Bearskin Airlines,7,5,2,5,3,2,0,"The aircraft was on approach to runway 26, in light snow, when it crashed and burned in the surrounding forest. Three of the five passengers and the two pilots were killed.  A first-stage turbine wheel blade in the left engine failed due to a combination of metallurgical issues and stator vane burn-through.", Russia
2013-11-17 00:00:00,"Near Kazan, Russia",Tararstan Airlilnes,50,44,6,50,44,6,0,"The airliner went into a nearly vertical dive and crashed onto the runway and disintegrated, after attempting to land a second time. The aircraft hit the runway and burst into flames. The pilot in command, in executing a go-around, apparently placed the plane in an excessive nose high attitude, stalling the plane. Inexperienced crew, poor flight safety standards at the Tatarstan air company and lack of proper control over crew training.",null
2013-11-29 00:00:00,Glasgow Scotland,Bond Air Services Ltd.,3,2,1,3,2,1,5,The police helicopter crashed into the roof of the Clutha Pub in central Glasgow killing at least 5 patrons along with 3 aboard he helicopter. The helicopter was carrying a civilian pilot and two Strathclyde police officers.,null
2013-11-29 00:00:00,"Bwabwata National Park, Nambia",Mozambique Airline,33,27,6,33,27,6,0,"The airliner crashed into Bwabwata National Park while en route to Luanda. The plane was found completely burned out with no survivors. The plane went missing in bad weather and poor visibility. The inputs to the auto flight systems by the person believed to be the Captain, who remained alone on the flight deck when the person believed to be the co-pilot requested to go to the lavatory, caused the aircraft to departure from cruise flight to a sustained controlled descent and subsequent collision with the terrain.",null
2013-12-05 00:00:00,"Near Cachimbo, Brazil",Heringer Taxi Aero,5,3,2,5,3,2,0,"While performing an ambulance flight, the aircraft crashed under unknown circumstances in a wooded area killing 3 passengers and 2 pilots.", Brazil
2017-10-12 00:00:00,"Near Cuílo, Angola",Guicango,7,4,3,7,4,3,0,"The air ambulance crashed en route shortly after the pilot reported a malfunction in the engine, followed by fire.", Nambia
2014-02-21 00:00:00,"Grombalia, Tunisia",Libyan Air Cargo,11,6,5,11,6,5,0,"The aircraft, carrying a medical team with three patients, was destroyed when it crashed in a field, 20 miles from Tunis-Carthage Airport. The pilot reported an engine on fire prior to the accident.", Angola
2014-03-08 00:00:00,South Indian Ocean,Malaysia Airlines,239,227,12,239,227,12,0,Radar contact was lost with the aircraft 2 hours into the flight at 0240. All indications are that the aircraft changed direction from its flight path and crashed in a remote part of the Indian Ocean southwest of Perth Australia. It is assumed all 227 passengers and crew of 12 perished.,null
2014-03-18 00:00:00,"Seattle, Washington",Helicopters Inc / KOMO TV,2,1,1,2,1,1,0,The news helicopter crashed and burst into flames shortl after taking off striking three vehicles. One person in one of the vehicles was badly burned. The helicopter Photojournalist Bill Strothman and the pilot were both killed., Tunisia
2014-04-19 00:00:00,"Ramos Arizpe, Mexico",Lineas Aereas Comerciales,8,6,2,8,6,2,0,"While on approach, in fog, the jet crashed into an park about half-a-mile north of Saltillo-Plan de Guadalupe International Airport.", Mexico
2014-04-20 00:00:00,"Jamijarvi, Finland",Suomen Urheiluilmailijat,8,7,1,8,7,1,0,"While carrying skydivers, the experimental plane went into a spin and crashed and burned in a forest. The pilot and two skydivers were able to parachute to safety with minor injuries.", Washington
2014-05-08 00:00:00,"Near San Vicente del Caguan, Colombia",Alisansa Colombia,6,0,6,6,0,6,0,The Cargo plane sruck the side of a mountain about 25 miles north of San Vicente del Caguán while en route. The accident was the result of a controlled flight into terrain. The crew failed to evaluate properly the risks and the danger of poor weather conditions and decided to perform the flight in VFR mode., Finland
2014-05-17 00:00:00,"Xiang Khouang province, Laos",Laos Air Force,17,11,6,16,10,6,0,"The military aircraft crashed in a wooded area while approaching Xiangkhoung's airport, killing 16 people. Among those killed were defense minister Douangchay Phichit and other high ranking officials. For unknown reason, crew was approaching at a too low altitude.", Colombia
2014-06-14 00:00:00,"Lugansk, Ukraine",Military - Ukraine Air Force,49,40,9,49,40,9,0,The military transport crashed in a wheat field  near Lugansk Airport after being shot down by anti-aircraft fire., Laos
2014-07-02 00:00:00,"Near Nairobi, Kenya",Skyward International Aviation,4,0,4,4,0,4,0,"The cargo plane, transporting the mild stimulant known as Khat to the Somali capital, Mogadishu, crashed into a commercial building after taking off from Jomo Kenyatta International Airport. While climbing by night, crew lost control of the aircraft.", Ukraine
2014-07-07 00:00:00,"Thach That district, Vietnam",Military - Vietnam People's Army Air Force,19,21,2,18,NULL,NULL,0,"The helicopter crashed about  40 km west of Hanoi, 15 minutes after taking off during a parachute training mission.", Kenya
2014-07-17 00:00:00,"Hrabove, Ukraine",Malaysia Airlines,298,283,15,298,283,15,0,"A Boeing 777-200 airliner operating as  Malaysia Airlines Flight 17, crashed about 40 miles east of Donetsk, Ukraine. The plane was 90 minutes into its flight, flying at 33,000 feet, when it was apparently hit by a Russian Buk missile. The missile exploded a few feet away from the cockpit .Debris was spread over a wide area. All 283 passengers and crew of 15 were killed.", Ukraine
2014-07-23 00:00:00,"Magong, Taiwan",TransAsia Airways,58,54,4,48,44,4,0,"The passenger plane crashed into residential building while attempting to make an emergency landing during inclement weather due to the passing of hurricane Matmo.  The flight recorder revealed that after the the crew lost track of its flight path and moved away from the runway, the plane rapidly lost altitude and crashed to the ground in a period of 7.9 seconds. By the time the two pilots yelled to go around, there was nothing they could do to change the velocity and altitude of the plane in time to prevent a crash. The airport's control tower did not inform the aircraft of local weather conditions.The cause was  pilot error and a failure within the airline to follow safety procedures.", Vietnam
2014-07-24 00:00:00,"Aguelhok, Mali",Air Algerie,116,110,6,116,110,6,0,"Radar contact was lost 50 minutes after the flight took off from Ouagadougou and after the crew diverted from their planned course due to bad weather. Wreckage was found in the northern mali dessert. The plane was on loan from Swiftair. The crew likely did not activate the system during climb and cruise. As a result of the icing of the pressure sensors, the erroneous information transmitted to the auto throttle meant that the latter limited the thrust delivered by the engines. Under these conditions, the thrust was insufficient to maintain cruise speed and the aeroplane slowed down and stalled.", Taiwan
2014-08-10 00:00:00,"Tehran, Iran",Sepahan Airlines,48,40,8,39,31,8,0,"After taking off, the passenger banked to the right, lost altitude, and crashed into a residential neighborhood, bursting into flames. The plane appeared to have lost an engine during the takeoff. Excessive load and malfuncioning propeller.", Mali
2014-08-30 00:00:00,"Tamanraset, Algeria",Ukraine Air Alliance,7,5,2,7,5,2,0,"The cargo plane crashed in the mountainous southeastern region of Algereia, 15 km south of the airport, shortly after taking off.", Iran
2014-08-31 00:00:00,"Mwanza, Tanzania",Safari Express Cargo,3,1,2,3,1,2,0,"The cargo plane crashed within the borders of Serengeti National Park not far from the Kenya - Tanzania border, shortly after taking off from Mwanza.", Algeria
2014-09-20 00:00:00,"Near Port Moresby, Papua New Guinea",Hevlift,9,7,2,4,2,2,0,"While approaching Port Moresby Jacksons International Airport, the unscheduled passenger plane impacted terrain near the top of Mt. Lawes, 7 miles east northeast of the airport in poor weather. The pl;ane was too low for unknown reasons.", Tanzania
2014-10-04 00:00:00,"Wichita Falls, Texas",Air Evac Lifeteam,4,1,3,2,1,1,0,"The air ambulance crashed while transporting a patient from Waurika, Oklahoma to United Regional Health Center. The patient was killed and 3 crew members injured.", Papua New Guinea
2014-12-28 00:00:00,"Near Uvira, Congo",Air Sirin,6,0,6,6,0,6,0,The cargo plane impacted a mountainside while en route., Texas
2014-12-28 00:00:00,Java Sea,AirAsia,162,155,7,162,155,7,0,"The aircraft went missing while en route from Suabaya to Singapore. Contact was lost about 40 minutes after taking off. Before contact was lost, the pilot requested a route change due to weather conditions. Preliminary indications are the plane ran into poor weather and stalled from FL320. The rudder travel limiter faulted 3 times during the flight. On the fourth fault the captain decided to try resetting the system by pulling circuit breakers as he had seen a maintenance technician do on the ground. This caused the autopilot to disengage causing the plane to bank 54 degrees. The the first officer, who was flying, became disoriented and was slow to correct the bank. He then put the plane into a steep climb that caused the aircraft to stall and eventually crash. Records show that the plane flew with that mechanical problem for 12 months preceding the accident.", Congo
2015-01-18 00:00:00,"Near Abu adh Dhuhur Air Base, Syria",Syrian Air Force,37,35,2,37,35,2,0,"The army transport crashed while attempting to land in fog after hitting electric lines. The Al Nursa front, claimed that it shot down the aircraft.",null
2015-02-04 00:00:00,"Taipei, Taiwan",Transasia,58,53,5,43,39,4,0,"After the aircraft took off, it climbed to 1,300 feet, turned left and began losing altitude and speed. It then, banked to 90 degrees, the wingtip striking a taxi on a roadway and crashed into the Keelung River, coming to rest inverted. The pilot  mistakenly throttled down a still-running engine following a glitch with the other engine. Pilot error.", Syria
2015-03-10 00:00:00,"Villa Castelli, Argenina",Private,10,8,2,10,8,2,0,Three French sports figures participating in a reality show were killed along with seven other people when the two helicopters filming the show collided., Taiwan
2015-03-24 00:00:00,"Near Digne-Les-Bains, France",Germanwings,150,144,6,150,144,6,0,"The jetliner crashed in a remote mountainous area of southern France. The plane was obliterated with no wreckage larger than a small car. According to a flight tracker, the plane fell from 38,000 ft. to 11,400 ft. in eight minutes. The aircraft impacted the ground at a high rate of speed.The copilot locked the captain out of the cockpit and put the plane into a controlled descent until it impacted the ground.", France
2015-06-25 00:00:00,"Ella Lake, Alaska",Promech Air,9,8,1,9,8,1,0,"The Twin Otter crashed while on a sightseeing tour carrying cruise ship passengers. The plane impacted a granite rock face cliff near Ella Lake, about 25 miles northeast of Ketchikan.", Argenina
2015-06-30 00:00:00,"Medan, Indonesia",Military - Indonesian Air Force,122,110,12,122,110,12,19,"The military transport crashed shortly after taking off from Soewondo Air Base. Two minutes into the flight, the crew radioed they were having engine problems and returning to the airport. Soon after, the plane went down in a populated area, hitting two empty buildings. The plane was carrying civilian relatives of military personnel.", Alaska
2015-07-31 00:00:00,"Near Agustin Codazzi, Colombia",Military - Colombia Air Force,11,0,11,11,0,11,0,The military transport crashed while en route after the crew reported engine problems. The weather was reported to be poor at the time of the crash., Colombia
2015-08-12 00:00:00,"Ninia, Indonesia",Komala Air,6,4,2,1,0,1,0,"Strong winds forced the crew to enter a holding pattern for 40 minutes. While attempting to land, the pilot touched down half-way down the runway and was unable to stop within the remaining distance. The plane overran the runway and went down an embankment before coming to rest. The copilot was killed.",null
2015-08-16 00:00:00,"Tangok mountain, Papua",Trigana Air Service,54,49,5,54,49,5,0,The passenger plane crashed into Tangok mountain located in a remote area of Papua's eastern most provence. There was no distress call from the aircraft. High winds and heavy rain was reported in the accident area., Indonesia
2015-09-05 00:00:00,"Off Dakar, Near Dioubel, Senegal",Senegalair,7,5,2,7,2,5,0,"The air ambulance went missing while on a medical flight. Seven people were on board, including two pilots from Algeria, a flight engineer from Congo, three Senegalese medical crew and a French patient.", Papua
2015-09-15 00:00:00,"Iliamna East Wind Lake, Alaska",Rainbow King Lodge,7,6,1,3,3,0,0,"While on the way to a remote fishing site, the non-sceduled passenger float plane crashed in trees as it attempted to take off. Three of the passengers were killed. The pilot's decision to depart in dark night, visual meteorological conditions over water, which resulted in his subsequent spatial disorientation and loss of airplane control.", Indonesia
2015-10-02 00:00:00,"Jalalabad, Afghanistan",Military - U.S. Army,11,5,6,11,5,6,2,"The military transport crashed while taking off from Jalalabad Airport. Five crew members, 5 passengers and 2 on the ground were killed. The MP’s placement of the hard-shell NVG case in front of the yoke blocking forward movement of the flight controls, the distractions experienced by the MP and MCP during the course of the ERO, and the misidentification of the malfunction once airborne.", Alaska
2015-10-02 00:00:00,"Near Masamba, Indonesia",Avistar Mandari ,10,7,3,10,7,3,0,The aircraft went missing minutes after talking off from the airport. Seven passengers and three crew were on board. Wreckage was located on Mount Latimojong., Afghanistan
2015-10-31 00:00:00,"Near Ilaga, Indonesia",Trigana Air Service,4,0,4,4,0,4,0,"The cargo plane carrying construction materials, hit the slope of a mountain in Iiaga Pass, 12 km south of Ilaga airport and disintegrated upon impact.", Indonesia
2015-10-31 00:00:00,"Near Hasna, Egypt",Metrojet,224,217,7,224,217,7,0,"Approximate 25 minutes after taking off from Sharem el Sheikh airport, radar contact was lost with the airliner. Wreckage was found near Hasna in the north Sinai. The aircraft was flying at about 30,000 feet when contact with the plane was lost. The aircraft was brought down by a homemade explosive device in the left rear cargo hold. The improvised device was equivalent to 2.2 lbs of TNT.", Indonesia
2015-11-04 00:00:00,"Juba, South Sudan",Allied Services Limited ,43,38,5,41,37,4,0,"The cargo plane had just taken off from Juba Airport when it had difficulty gaining altitude and crashed into a hill about half a mile east of Runway 13. South Sudan Authorities reported the aircraft was unable to climb because it was overload, and the captain reported to ATC prior to departure he was carrying 12 passengers.", Egypt
2015-11-21 00:00:00,"  Fox Glacier, South Valley, New Zealand",Alpine Adventures,7,6,1,7,6,1,0,"The sightseeing helicopter crashed into a crevasse on Fox Glacier. The wreckage site was 2, 500 feet up the valley with debris scattered across hundreds of feet.", South Sudan
2015-11-24 00:00:00,"Near Igarka, Russia",Turuhan Avia,26,22,4,15,13,2,0,"Contact with the helicopter, which was heading to an oil pumping station, was lost 15 minutes after taking off. One of the pilots and a mechanic were among the crew members killed.",null
2016-01-08 00:00:00,"Akkajaure Lake, Norrbotten, Sweden",West Air Sweden,2,0,2,2,0,2,0,"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground. The PC ,while flying at night, one Inertial Reference Unit failed and suddenly the instruments for the pilot flying showed the plane pitching steeply up, which he tried to correct.  Due to the plane's unusual attitude, the instruments went into a ""declutter"" mode, which among other things removed the indication that the two pilots' instruments were conflicting.", Russia
2016-02-02 00:00:00," Near Mogadishu, Somalia",Daallo Airlines,72,72,NULL,1,1,NULL,0,Shortly after leaving Mogadishu Airport a loud bang was heard in the cabin. There was a loss of pressurization and the plane made an emergency landing back at the airport. A large hole was observed in the side of the fuselage. A bomb containing TNT was detonated in the cabin. The bomber was sucked out of the plane and killed.,null
